raw_name,canonical_name,entity_type,matching_method,confidence,resolution_status
Canary,,STARTUP,,,UNRESOLVED
Grade,,STARTUP,,,UNRESOLVED
Sila,,STARTUP,,,UNRESOLVED
Maven,,STARTUP,,,UNRESOLVED
Moda,,STARTUP,,,UNRESOLVED
The Token Company,,STARTUP,,,UNRESOLVED
BeeSafe AI,,STARTUP,,,UNRESOLVED
Fed10,,STARTUP,,,UNRESOLVED
Inth,,STARTUP,,,UNRESOLVED
Squid,,STARTUP,,,UNRESOLVED
Crow,,STARTUP,,,UNRESOLVED
Foreman,,STARTUP,,,UNRESOLVED
Booko,,STARTUP,,,UNRESOLVED
Corelayer,,STARTUP,,,UNRESOLVED
General Legal,,STARTUP,,,UNRESOLVED
Fort,,STARTUP,,,UNRESOLVED
Balance,,STARTUP,,,UNRESOLVED
Ekpa,,STARTUP,,,UNRESOLVED
Chasi,,STARTUP,,,UNRESOLVED
Anchorhead,,STARTUP,,,UNRESOLVED
o11,,STARTUP,,,UNRESOLVED
Doomersion,,STARTUP,,,UNRESOLVED
Sequence Markets,,STARTUP,,,UNRESOLVED
Libra Robotics,,STARTUP,,,UNRESOLVED
Ditto Biosciences,,STARTUP,,,UNRESOLVED
Servo7,,STARTUP,,,UNRESOLVED
Datoric,,STARTUP,,,UNRESOLVED
Superset,,STARTUP,,,UNRESOLVED
Netter,,STARTUP,,,UNRESOLVED
Voxel Energy,,STARTUP,,,UNRESOLVED
Polymath,,STARTUP,,,UNRESOLVED
Archal,,STARTUP,,,UNRESOLVED
Bubble Lab,,STARTUP,,,UNRESOLVED
Pocket,,STARTUP,,,UNRESOLVED
Byteport,,STARTUP,,,UNRESOLVED
Constellation Space,,STARTUP,,,UNRESOLVED
Sazabi,,STARTUP,,,UNRESOLVED
Mendral,,STARTUP,,,UNRESOLVED
AxionOrbital Space,,STARTUP,,,UNRESOLVED
Oximy,,STARTUP,,,UNRESOLVED
Caretta,,STARTUP,,,UNRESOLVED
Samora AI,,STARTUP,,,UNRESOLVED
Human Archive,,STARTUP,,,UNRESOLVED
Forum,,STARTUP,,,UNRESOLVED
Sitefire,,STARTUP,,,UNRESOLVED
Robby,,STARTUP,,,UNRESOLVED
Ressl AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Emdash,,STARTUP,,,UNRESOLVED
InventoryQuant,,STARTUP,,,UNRESOLVED
Congruent,,STARTUP,,,UNRESOLVED
Reframe,,STARTUP,,,UNRESOLVED
Valence,,STARTUP,,,UNRESOLVED
9 Mothers,,STARTUP,,,UNRESOLVED
Approxima,,STARTUP,,,UNRESOLVED
Traverse,,STARTUP,,,UNRESOLVED
Revion,,STARTUP,,,UNRESOLVED
Maywood,,STARTUP,,,UNRESOLVED
Fenrock AI,,STARTUP,,,UNRESOLVED
End Close,,STARTUP,,,UNRESOLVED
Chamber,,STARTUP,,,UNRESOLVED
Assemble,,STARTUP,,,UNRESOLVED
Patientdesk.ai,,STARTUP,,,UNRESOLVED
Visibl Semiconductors,,STARTUP,,,UNRESOLVED
Synthetic Sciences,,STARTUP,,,UNRESOLVED
Seeing Systems,,STARTUP,,,UNRESOLVED
Jinba,,STARTUP,,,UNRESOLVED
Cardboard,,STARTUP,,,UNRESOLVED
Prana,,STARTUP,,,UNRESOLVED
Rhizome AI,,STARTUP,,,UNRESOLVED
Pax Historia,,STARTUP,,,UNRESOLVED
Parameter (fka Hex Security),,STARTUP,,,UNRESOLVED
Laurence,,STARTUP,,,UNRESOLVED
Terminal Use,,STARTUP,,,UNRESOLVED
Overshoot,,STARTUP,,,UNRESOLVED
Cajal,,STARTUP,,,UNRESOLVED
Proximitty,,STARTUP,,,UNRESOLVED
Instinct,,STARTUP,,,UNRESOLVED
Stilta,,STARTUP,,,UNRESOLVED
Unisson,,STARTUP,,,UNRESOLVED
IncidentFox,,STARTUP,,,UNRESOLVED
Compresr,,STARTUP,,,UNRESOLVED
Opalite Health,,STARTUP,,,UNRESOLVED
Confluence Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED
Rapidfolio,,STARTUP,,,UNRESOLVED
Mango Medical,,STARTUP,,,UNRESOLVED
Sponge,,STARTUP,,,UNRESOLVED
Terranox AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
Drafted,,STARTUP,,,UNRESOLVED
Ventura,,STARTUP,,,UNRESOLVED
Q2Q,,STARTUP,,,UNRESOLVED
Orthogonal,,STARTUP,,,UNRESOLVED
Perfectly,,STARTUP,,,UNRESOLVED
Fern,,STARTUP,,,UNRESOLVED
Sparkles,,STARTUP,,,UNRESOLVED
EigenPal,,STARTUP,,,UNRESOLVED
Salus,,STARTUP,,,UNRESOLVED
Moritz,,STARTUP,,,UNRESOLVED
RamAIn,,STARTUP,,,UNRESOLVED
Milliray,,STARTUP,,,UNRESOLVED
Beyond Reach Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED
OctaPulse,,STARTUP,,,UNRESOLVED
CodeWisp,,STARTUP,,,UNRESOLVED
Ashr,,STARTUP,,,UNRESOLVED
Aemon,,STARTUP,,,UNRESOLVED
Luel,,STARTUP,,,UNRESOLVED
Scheduling Wizard,,STARTUP,,,UNRESOLVED
RoboDock,,STARTUP,,,UNRESOLVED
Skillsync,,STARTUP,,,UNRESOLVED
MouseCat,,STARTUP,,,UNRESOLVED
Zatanna,,STARTUP,,,UNRESOLVED
AutoSitu,,STARTUP,,,UNRESOLVED
Verdex,,STARTUP,,,UNRESOLVED
Cumulus Labs,,STARTUP,,,UNRESOLVED
Tepali,,STARTUP,,,UNRESOLVED
Palus Finance,,STARTUP,,,UNRESOLVED
21st,,STARTUP,,,UNRESOLVED
Avoice,,STARTUP,,,UNRESOLVED
Kyten Technologies,,STARTUP,,,UNRESOLVED
ZeroSettle,,STARTUP,,,UNRESOLVED
/dev/fast,,STARTUP,,,UNRESOLVED
Cignara,,STARTUP,,,UNRESOLVED
OpenSpec,,STARTUP,,,UNRESOLVED
Piris Labs,,STARTUP,,,UNRESOLVED
CellType,,STARTUP,,,UNRESOLVED
Burt,,STARTUP,,,UNRESOLVED
Envariant,,STARTUP,,,UNRESOLVED
Cascade,,STARTUP,,,UNRESOLVED
Beacon Health,,STARTUP,,,UNRESOLVED
Strand AI,,STARTUP,,,UNRESOLVED
BaseFrame,,STARTUP,,,UNRESOLVED
Protent,,STARTUP,,,UNRESOLVED
Cofia,,STARTUP,,,UNRESOLVED
Fuchsia,,STARTUP,,,UNRESOLVED
LegalOS,,STARTUP,,,UNRESOLVED
Sentrial,,STARTUP,,,UNRESOLVED
10x Science,,STARTUP,,,UNRESOLVED
REV1,,STARTUP,,,UNRESOLVED
shortkit,,STARTUP,,,UNRESOLVED
Asimov,,STARTUP,,,UNRESOLVED
Lexius,,STARTUP,,,UNRESOLVED
Axis,,STARTUP,,,UNRESOLVED
Mirabelle,,STARTUP,,,UNRESOLVED
Docura Health,,STARTUP,,,UNRESOLVED
Lance,,STARTUP,,,UNRESOLVED
RunAnywhere,,STARTUP,,,UNRESOLVED
Lucent,,STARTUP,,,UNRESOLVED
"Prescience, Inc.",,STARTUP,,,UNRESOLVED
Ruma Care,,STARTUP,,,UNRESOLVED
Klaus AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Kita,,STARTUP,,,UNRESOLVED
Syntropy,,STARTUP,,,UNRESOLVED
One Robot,,STARTUP,,,UNRESOLVED
Didit,,STARTUP,,,UNRESOLVED
Panta,,STARTUP,,,UNRESOLVED
Imperfect,,STARTUP,,,UNRESOLVED
TrustAI,,STARTUP,,,UNRESOLVED
Payna,,STARTUP,,,UNRESOLVED
Origin,,STARTUP,,,UNRESOLVED
Clara,,STARTUP,,,UNRESOLVED
Hlabs,,STARTUP,,,UNRESOLVED
Eos AI,Mistral AI,STARTUP,fuzzy,85.5,RESOLVED
Valgo,,STARTUP,,,UNRESOLVED
ARC Prize Foundation,,STARTUP,,,UNRESOLVED
Corvera,,STARTUP,,,UNRESOLVED
FullSeam,,STARTUP,,,UNRESOLVED
Waddle Labs,,STARTUP,,,UNRESOLVED
Linzumi,,STARTUP,,,UNRESOLVED
Advanced Metal Research,,STARTUP,,,UNRESOLVED
Ploy,,STARTUP,,,UNRESOLVED
CatchBack Cards,,STARTUP,,,UNRESOLVED
Mantis,,STARTUP,,,UNRESOLVED
Haladir,,STARTUP,,,UNRESOLVED
ClaimGlide,,STARTUP,,,UNRESOLVED
Inviscid AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
Coasts,,STARTUP,,,UNRESOLVED
Zephyr Fusion,,STARTUP,,,UNRESOLVED
Mayflower,,STARTUP,,,UNRESOLVED
Ndea,,STARTUP,,,UNRESOLVED
item,,STARTUP,,,UNRESOLVED
Crosslayer Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED
Rivet,,STARTUP,,,UNRESOLVED
Openroll,,STARTUP,,,UNRESOLVED
Amika,,STARTUP,,,UNRESOLVED
Specific Labs,,STARTUP,,,UNRESOLVED
Moss,,STARTUP,,,UNRESOLVED
Zarna,,STARTUP,,,UNRESOLVED
MarkIt,,STARTUP,,,UNRESOLVED
Dome,,STARTUP,,,UNRESOLVED
Voltair,,STARTUP,,,UNRESOLVED
Clicks Health,,STARTUP,,,UNRESOLVED
Fastshot,,STARTUP,,,UNRESOLVED
Vector Legal,,STARTUP,,,UNRESOLVED
Antigen,,STARTUP,,,UNRESOLVED
LunaBill,,STARTUP,,,UNRESOLVED
Axial,,STARTUP,,,UNRESOLVED
Velvet,,STARTUP,,,UNRESOLVED
DiligenceSquared,,STARTUP,,,UNRESOLVED
Amera,,STARTUP,,,UNRESOLVED
Forge Robotics,,STARTUP,,,UNRESOLVED
Bluma,,STARTUP,,,UNRESOLVED
Lightberry,,STARTUP,,,UNRESOLVED
The Hog,,STARTUP,,,UNRESOLVED
Layers,,STARTUP,,,UNRESOLVED
Boom AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Freeport Markets,,STARTUP,,,UNRESOLVED
Miniswap,,STARTUP,,,UNRESOLVED
Rovi Health,,STARTUP,,,UNRESOLVED
MadeThis,,STARTUP,,,UNRESOLVED
General Astronautics,,STARTUP,,,UNRESOLVED
Jarmin,,STARTUP,,,UNRESOLVED
Exonic,,STARTUP,,,UNRESOLVED
Lemma,,STARTUP,,,UNRESOLVED
Perseus,,STARTUP,,,UNRESOLVED
Karumi,,STARTUP,,,UNRESOLVED
Icarus,,STARTUP,,,UNRESOLVED
Sava,,STARTUP,,,UNRESOLVED
TakeCareOS,,STARTUP,,,UNRESOLVED
Denki,,STARTUP,,,UNRESOLVED
Metorial,,STARTUP,,,UNRESOLVED
Kalpa Labs,,STARTUP,,,UNRESOLVED
Absurd,,STARTUP,,,UNRESOLVED
Clad Labs,,STARTUP,,,UNRESOLVED
Automax.ai,xAI,STARTUP,fuzzy,90.0,RESOLVED
Specific,,STARTUP,,,UNRESOLVED
Primer,,STARTUP,,,UNRESOLVED
Narrative,,STARTUP,,,UNRESOLVED
Crunched,,STARTUP,,,UNRESOLVED
Lua Global Inc,,STARTUP,,,UNRESOLVED
Philon,,STARTUP,,,UNRESOLVED
Sourcebot,,STARTUP,,,UNRESOLVED
Zalos,,STARTUP,,,UNRESOLVED
Prism,,STARTUP,,,UNRESOLVED
Aside,,STARTUP,,,UNRESOLVED
Scott AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Everest,,STARTUP,,,UNRESOLVED
Expected Parrot,,STARTUP,,,UNRESOLVED
Imagine AI,,STARTUP,,,UNRESOLVED
Anto Biosciences,,STARTUP,,,UNRESOLVED
Patent Watch,,STARTUP,,,UNRESOLVED
s2.dev,,STARTUP,,,UNRESOLVED
Tornyol,,STARTUP,,,UNRESOLVED
Nucleo,,STARTUP,,,UNRESOLVED
Leadbay,,STARTUP,,,UNRESOLVED
Pixley AI,,STARTUP,,,UNRESOLVED
Cortex AI,,STARTUP,,,UNRESOLVED
Sol,,STARTUP,,,UNRESOLVED
Thesis,,STARTUP,,,UNRESOLVED
Oxus,,STARTUP,,,UNRESOLVED
Play Health,,STARTUP,,,UNRESOLVED
Casey,,STARTUP,,,UNRESOLVED
Selfin,,STARTUP,,,UNRESOLVED
Compyle,,STARTUP,,,UNRESOLVED
Lexi,Perplexity AI,STARTUP,fuzzy,90.0,RESOLVED
Codyco,,STARTUP,,,UNRESOLVED
ComplyDo,,STARTUP,,,UNRESOLVED
Bravi,,STARTUP,,,UNRESOLVED
Rovr,,STARTUP,,,UNRESOLVED
FinalDose,,STARTUP,,,UNRESOLVED
Sunflower,,STARTUP,,,UNRESOLVED
Captain,,STARTUP,,,UNRESOLVED
Redapto,,STARTUP,,,UNRESOLVED
Helonic,,STARTUP,,,UNRESOLVED
Aleph Lab,,STARTUP,,,UNRESOLVED
Logical,,STARTUP,,,UNRESOLVED
Agentic Fabriq,,STARTUP,,,UNRESOLVED
Travo,,STARTUP,,,UNRESOLVED
Tensr,,STARTUP,,,UNRESOLVED
Kestrel AI,,STARTUP,,,UNRESOLVED
LogosGuard,,STARTUP,,,UNRESOLVED
Sciloop,,STARTUP,,,UNRESOLVED
Multifactor,,STARTUP,,,UNRESOLVED
Allus AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Unsiloed AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
SF Tensor,,STARTUP,,,UNRESOLVED
AnswerThis,,STARTUP,,,UNRESOLVED
Terrain,,STARTUP,,,UNRESOLVED
Lakonia,,STARTUP,,,UNRESOLVED
SellRaze,,STARTUP,,,UNRESOLVED
Clerked,,STARTUP,,,UNRESOLVED
Semble AI,,STARTUP,,,UNRESOLVED
Flick,,STARTUP,,,UNRESOLVED
hillclimb,,STARTUP,,,UNRESOLVED
AtlasGrid,,STARTUP,,,UNRESOLVED
Wardstone,,STARTUP,,,UNRESOLVED
Nessie,,STARTUP,,,UNRESOLVED
Hypercubic,,STARTUP,,,UNRESOLVED
Cranston AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
Trelium,,STARTUP,,,UNRESOLVED
Velum Labs,,STARTUP,,,UNRESOLVED
Veria Labs,,STARTUP,,,UNRESOLVED
Minro,,STARTUP,,,UNRESOLVED
Tell if AI,,STARTUP,,,UNRESOLVED
Bron,,STARTUP,,,UNRESOLVED
Koyal,,STARTUP,,,UNRESOLVED
Kaigo Health,,STARTUP,,,UNRESOLVED
Norra,,STARTUP,,,UNRESOLVED
Soren,,STARTUP,,,UNRESOLVED
Lunavo,,STARTUP,,,UNRESOLVED
dari.dev,,STARTUP,,,UNRESOLVED
The Context Company,,STARTUP,,,UNRESOLVED
Sorce,,STARTUP,,,UNRESOLVED
Caddy,,STARTUP,,,UNRESOLVED
Alt-X,,STARTUP,,,UNRESOLVED
Locus,,STARTUP,,,UNRESOLVED
Deeptrace,,STARTUP,,,UNRESOLVED
Aspect,,STARTUP,,,UNRESOLVED
Scoop,,STARTUP,,,UNRESOLVED
Hyperspell,,STARTUP,,,UNRESOLVED
Bolna AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Nexus,,STARTUP,,,UNRESOLVED
Sylvian,,STARTUP,,,UNRESOLVED
Zavo,,STARTUP,,,UNRESOLVED
MOVEdot,,STARTUP,,,UNRESOLVED
Parrot,,STARTUP,,,UNRESOLVED
Brickwise,,STARTUP,,,UNRESOLVED
Parse,,STARTUP,,,UNRESOLVED
Structured AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
Uplane,,STARTUP,,,UNRESOLVED
AirCaps,,STARTUP,,,UNRESOLVED
Brickanta,,STARTUP,,,UNRESOLVED
F2,,STARTUP,,,UNRESOLVED
Remedy,,STARTUP,,,UNRESOLVED
Semiotic,,STARTUP,,,UNRESOLVED
Lapis,,STARTUP,,,UNRESOLVED
Efference,,STARTUP,,,UNRESOLVED
Nox Metals,,STARTUP,,,UNRESOLVED
Digipals,,STARTUP,,,UNRESOLVED
Blue,,STARTUP,,,UNRESOLVED
Mixy,,STARTUP,,,UNRESOLVED
Paloma,,STARTUP,,,UNRESOLVED
Uplift AI,,STARTUP,,,UNRESOLVED
RealRoots,,STARTUP,,,UNRESOLVED
Luminal,,STARTUP,,,UNRESOLVED
Freya,,STARTUP,,,UNRESOLVED
burnt,,STARTUP,,,UNRESOLVED
Avent,,STARTUP,,,UNRESOLVED
Ruvo,,STARTUP,,,UNRESOLVED
Veritus,,STARTUP,,,UNRESOLVED
Sapien,,STARTUP,,,UNRESOLVED
NOSO LABS,,STARTUP,,,UNRESOLVED
Vulcan Technologies,,STARTUP,,,UNRESOLVED
Bizzy AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED
Spotlight Realty,,STARTUP,,,UNRESOLVED
Interfere,,STARTUP,,,UNRESOLVED
Munify,,STARTUP,,,UNRESOLVED
RowFlow,,STARTUP,,,UNRESOLVED
TectoAI,,STARTUP,,,UNRESOLVED
Duranium,,STARTUP,,,UNRESOLVED
Smartbase,,STARTUP,,,UNRESOLVED
Perspectives Health,,STARTUP,,,UNRESOLVED
Modelence,,STARTUP,,,UNRESOLVED
Magnetic,,STARTUP,,,UNRESOLVED
Fleetline,,STARTUP,,,UNRESOLVED
CLODO,,STARTUP,,,UNRESOLVED
stagewise,,STARTUP,,,UNRESOLVED
Flywheel AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
Button Computer,,STARTUP,,,UNRESOLVED
Juxta,,STARTUP,,,UNRESOLVED
Okibi,,STARTUP,,,UNRESOLVED
Vorelios,,STARTUP,,,UNRESOLVED
twentyfour26,,STARTUP,,,UNRESOLVED
Forward,,STARTUP,,,UNRESOLVED
Qokedas,,STARTUP,,,UNRESOLVED
Simulithic,,STARTUP,,,UNRESOLVED
herdr,,STARTUP,,,UNRESOLVED
Lambda Robotics,,STARTUP,,,UNRESOLVED
Conifer,,STARTUP,,,UNRESOLVED
Simantic,,STARTUP,,,UNRESOLVED
Experiential Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED
Edviro,,STARTUP,,,UNRESOLVED
Coasty,,STARTUP,,,UNRESOLVED
Caution,,STARTUP,,,UNRESOLVED
Atomarine,,STARTUP,,,UNRESOLVED
Billow AI Labs,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
hardware intelligence,,STARTUP,,,UNRESOLVED
Osseus,,STARTUP,,,UNRESOLVED
Salem Robotics Inc,,STARTUP,,,UNRESOLVED
Robocurve,,STARTUP,,,UNRESOLVED
hiloop,,STARTUP,,,UNRESOLVED
Dawn Industries,,STARTUP,,,UNRESOLVED
Nex,,STARTUP,,,UNRESOLVED
OneCLI,,STARTUP,,,UNRESOLVED
Wondering,,STARTUP,,,UNRESOLVED
Tracer,,STARTUP,,,UNRESOLVED
Amulet,,STARTUP,,,UNRESOLVED
Avoca Systems,,STARTUP,,,UNRESOLVED
SubVysion,,STARTUP,,,UNRESOLVED
"SpaceFlow Technologies, Inc.",,STARTUP,,,UNRESOLVED
Petrarch,,STARTUP,,,UNRESOLVED
Locke,,STARTUP,,,UNRESOLVED
Florin,,STARTUP,,,UNRESOLVED
Earendil Robotics,,STARTUP,,,UNRESOLVED
Hebbian Robotics,,STARTUP,,,UNRESOLVED
Hop Aero,,STARTUP,,,UNRESOLVED
Agent FM,,STARTUP,,,UNRESOLVED
OpenRelay,,STARTUP,,,UNRESOLVED
Dock,,STARTUP,,,UNRESOLVED
Verdict Machine,,STARTUP,,,UNRESOLVED
HyperProbe,,STARTUP,,,UNRESOLVED
Grip,,STARTUP,,,UNRESOLVED
Skymerse,,STARTUP,,,UNRESOLVED
Hubble,,STARTUP,,,UNRESOLVED
Palisade,,STARTUP,,,UNRESOLVED
83 Sciences,,STARTUP,,,UNRESOLVED
Chromie,,STARTUP,,,UNRESOLVED
Lamb Labs,,STARTUP,,,UNRESOLVED
Mireye,,STARTUP,,,UNRESOLVED
Derya,,STARTUP,,,UNRESOLVED
Decawork,,STARTUP,,,UNRESOLVED
CarSignal,,STARTUP,,,UNRESOLVED
Axelrod,,STARTUP,,,UNRESOLVED
Levocred AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED
Praxis AI,,STARTUP,,,UNRESOLVED
Care GP,,STARTUP,,,UNRESOLVED
Radley,,STARTUP,,,UNRESOLVED
Agnost AI,,STARTUP,,,UNRESOLVED
Agentcard,,STARTUP,,,UNRESOLVED
ProvenMetal,,STARTUP,,,UNRESOLVED
Gamgee,,STARTUP,,,UNRESOLVED
Inkbox,,STARTUP,,,UNRESOLVED
Operon,,STARTUP,,,UNRESOLVED
Cosmic Robotics,,STARTUP,,,UNRESOLVED
Markov,,STARTUP,,,UNRESOLVED
Lumeria,,STARTUP,,,UNRESOLVED
Marengo,,STARTUP,,,UNRESOLVED
RonanRx Inc.,,STARTUP,,,UNRESOLVED
Executor,,STARTUP,,,UNRESOLVED
Last Accounting Company,,STARTUP,,,UNRESOLVED
Pacific,,STARTUP,,,UNRESOLVED
Luca IQ,,STARTUP,,,UNRESOLVED
Financial Datasets,,STARTUP,,,UNRESOLVED
Computable,,STARTUP,,,UNRESOLVED
Denta,,STARTUP,,,UNRESOLVED
Isengard Industries Inc,,STARTUP,,,UNRESOLVED
Ekho Labs,,STARTUP,,,UNRESOLVED
Vestris,,STARTUP,,,UNRESOLVED
Ultrasonium,,STARTUP,,,UNRESOLVED
Arbital,,STARTUP,,,UNRESOLVED
PokerClubHub,,STARTUP,,,UNRESOLVED
Neuron Industries,,STARTUP,,,UNRESOLVED
Neuromorphic,,STARTUP,,,UNRESOLVED
LATO,,STARTUP,,,UNRESOLVED
Risklytics,,STARTUP,,,UNRESOLVED
Daqstra,,STARTUP,,,UNRESOLVED
Qlo,,STARTUP,,,UNRESOLVED
Fabraix,,STARTUP,,,UNRESOLVED
Omanta,,STARTUP,,,UNRESOLVED
Rational,,STARTUP,,,UNRESOLVED
Aktoria Robotics,,STARTUP,,,UNRESOLVED
Vendo,,STARTUP,,,UNRESOLVED
Click,,STARTUP,,,UNRESOLVED
Whitespace,,STARTUP,,,UNRESOLVED
Orvixo,,STARTUP,,,UNRESOLVED
Almanac,,STARTUP,,,UNRESOLVED
TareBio,,STARTUP,,,UNRESOLVED
Greypoint Industries,,STARTUP,,,UNRESOLVED
Graphify Labs,,STARTUP,,,UNRESOLVED
Ooak Data,,STARTUP,,,UNRESOLVED
Nori,,STARTUP,,,UNRESOLVED
6thSense,,STARTUP,,,UNRESOLVED
Bloomy,,STARTUP,,,UNRESOLVED
machine0,,STARTUP,,,UNRESOLVED
Pluto,,STARTUP,,,UNRESOLVED
FlowManual,,STARTUP,,,UNRESOLVED
Stratum Industries,,STARTUP,,,UNRESOLVED
Peer,,STARTUP,,,UNRESOLVED
Molagri,,STARTUP,,,UNRESOLVED
Cerenovus,,STARTUP,,,UNRESOLVED
Agency Tool Company,,STARTUP,,,UNRESOLVED
Standard Machines,,STARTUP,,,UNRESOLVED
Traceforce,,STARTUP,,,UNRESOLVED
Definite,,STARTUP,,,UNRESOLVED
Alkera AI,,STARTUP,,,UNRESOLVED
Rasyn,,STARTUP,,,UNRESOLVED
Manifold,,STARTUP,,,UNRESOLVED
screenpipe,,STARTUP,,,UNRESOLVED
Zaplar,,STARTUP,,,UNRESOLVED
Prodigy Research,,STARTUP,,,UNRESOLVED
Touchmark,,STARTUP,,,UNRESOLVED
Exosat,,STARTUP,,,UNRESOLVED
Codag,,STARTUP,,,UNRESOLVED
Context.dev,,STARTUP,,,UNRESOLVED
Glen,Glean,STARTUP,fuzzy,88.88888888888889,RESOLVED
Stoa,,STARTUP,,,UNRESOLVED
Marble,,STARTUP,,,UNRESOLVED
Audun,,STARTUP,,,UNRESOLVED
COACH,,STARTUP,,,UNRESOLVED
Alloovium,,STARTUP,,,UNRESOLVED
Dialogus,,STARTUP,,,UNRESOLVED
Mosaic,,STARTUP,,,UNRESOLVED
Bizmark,,STARTUP,,,UNRESOLVED
Riften,,STARTUP,,,UNRESOLVED
Buildbox,,STARTUP,,,UNRESOLVED
RealPact,,STARTUP,,,UNRESOLVED
GUILD,,STARTUP,,,UNRESOLVED
Floracene,,STARTUP,,,UNRESOLVED
Rise Reforming,,STARTUP,,,UNRESOLVED
Instaplay,,STARTUP,,,UNRESOLVED
Verdant,,STARTUP,,,UNRESOLVED
IMPACT Drones,,STARTUP,,,UNRESOLVED
Insurf,,STARTUP,,,UNRESOLVED
Jcode,,STARTUP,,,UNRESOLVED
LemonLime,,STARTUP,,,UNRESOLVED
Gutgutgoose,,STARTUP,,,UNRESOLVED
Speko,,STARTUP,,,UNRESOLVED
Synapse Semiconductor,,STARTUP,,,UNRESOLVED
Understudy Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED
Rote,,STARTUP,,,UNRESOLVED
Prized,,STARTUP,,,UNRESOLVED
Maingen,,STARTUP,,,UNRESOLVED
Enact,,STARTUP,,,UNRESOLVED
Rex,,STARTUP,,,UNRESOLVED
Zomma,,STARTUP,,,UNRESOLVED
Nebula Security,,STARTUP,,,UNRESOLVED
Kara,,STARTUP,,,UNRESOLVED
Trope,,STARTUP,,,UNRESOLVED
Parasma,,STARTUP,,,UNRESOLVED
Belvedir,,STARTUP,,,UNRESOLVED
Shielded,,STARTUP,,,UNRESOLVED
Olam Labs,,STARTUP,,,UNRESOLVED
Egoist Machines,,STARTUP,,,UNRESOLVED
Perceptron ML,,STARTUP,,,UNRESOLVED
Erinys,,STARTUP,,,UNRESOLVED
HERA,,STARTUP,,,UNRESOLVED
Donkey,,STARTUP,,,UNRESOLVED
OpenTrade,,STARTUP,,,UNRESOLVED
Hoplite,,STARTUP,,,UNRESOLVED
Pango,,STARTUP,,,UNRESOLVED
tash,,STARTUP,,,UNRESOLVED
Torus,,STARTUP,,,UNRESOLVED
Kebra,,STARTUP,,,UNRESOLVED
GitCafe,,STARTUP,,,UNRESOLVED
RightNow,,STARTUP,,,UNRESOLVED
Akkari,,STARTUP,,,UNRESOLVED
HeyClicky,,STARTUP,,,UNRESOLVED
Rindler,,STARTUP,,,UNRESOLVED
Proprio Robotics,,STARTUP,,,UNRESOLVED
Huscarl,,STARTUP,,,UNRESOLVED
Thomas,,STARTUP,,,UNRESOLVED
Cohesion,,STARTUP,,,UNRESOLVED
Maquoketa Research,,STARTUP,,,UNRESOLVED
Intelligence Factory,,STARTUP,,,UNRESOLVED
Amorphic Labs,,STARTUP,,,UNRESOLVED
rekursiv.ai,,STARTUP,,,UNRESOLVED
Clawvisor,,STARTUP,,,UNRESOLVED
Framewise Health,,STARTUP,,,UNRESOLVED
Arctic Health,,STARTUP,,,UNRESOLVED
Playabl.ai,,STARTUP,,,UNRESOLVED
Enjamb Labs,,STARTUP,,,UNRESOLVED
Hyper,,STARTUP,,,UNRESOLVED
InsForge,,STARTUP,,,UNRESOLVED
ReasonBlocks,,STARTUP,,,UNRESOLVED
Modern,,STARTUP,,,UNRESOLVED
Panacea,,STARTUP,,,UNRESOLVED
CentralComs,,STARTUP,,,UNRESOLVED
KugelAudio,Udio,STARTUP,fuzzy,90.0,RESOLVED
Klaimee,,STARTUP,,,UNRESOLVED
flowscope,,STARTUP,,,UNRESOLVED
Trident,,STARTUP,,,UNRESOLVED
Gigacatalyst,,STARTUP,,,UNRESOLVED
Arlo Industries,,STARTUP,,,UNRESOLVED
Astraea,,STARTUP,,,UNRESOLVED
Lattice Health,,STARTUP,,,UNRESOLVED
Atlas Discovery,,STARTUP,,,UNRESOLVED
Manicule,,STARTUP,,,UNRESOLVED
Avea Robotics,,STARTUP,,,UNRESOLVED
Mochatrade,,STARTUP,,,UNRESOLVED
Asendia AI,,STARTUP,,,UNRESOLVED
Revnu,,STARTUP,,,UNRESOLVED
Uno Wallet,,STARTUP,,,UNRESOLVED
Arden,,STARTUP,,,UNRESOLVED
