raw_name,canonical_name,entity_type,matching_method,confidence,resolution_status,source_url
Expected Parrot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/expected-parrot
Imagine AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/imagine-ai
Anto Biosciences,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/anto-biosciences
Patent Watch,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/patent-watch
s2.dev,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/s2-dev
Tornyol,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tornyol
Nucleo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/nucleo
Leadbay,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/leadbay
Pixley AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pixley-ai
Cortex AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cortex-ai
Sol,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/solbrowser
Thesis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/thesis
Oxus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/oxus
Play Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/play-health
Casey,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/casey
Selfin,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/selfin
Compyle,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/compyle
Lexi,Perplexity AI,STARTUP,fuzzy,90.0,RESOLVED,https://www.ycombinator.com/companies/lexi
Codyco,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/codyco
ComplyDo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/complydo
Bravi,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/bravi
Rovr,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rovr
FinalDose,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/finaldose
Sunflower,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sunflower
Captain,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/captain
Redapto,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/redapto
Helonic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/helonic
Aleph Lab,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aleph-lab
Logical,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/logical
Agentic Fabriq,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/agentic-fabriq
Travo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/travo
Tensr,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tensr
Kestrel AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kestrel-ai
LogosGuard,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/logosguard
Sciloop,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sciloop
Multifactor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/multifactor
Allus AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/allus-ai
Unsiloed AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/unsiloed-ai
SF Tensor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sf-tensor
AnswerThis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/answerthis
Terrain,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/terrain
Lakonia,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lakonia
SellRaze,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sellraze
Clerked,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/clerked
Semble AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/semble-ai
Flick,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/flick
hillclimb,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hillclimb
AtlasGrid,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/atlasgrid
Wardstone,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/wardstone
Nessie,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/nessie
Hypercubic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hypercubic
Cranston AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/cranston-ai
Trelium,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/trelium
Velum Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/velum-labs
Veria Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/veria-labs
Minro,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/minro
Tell if AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tell-if-ai
Bron,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/bron
Koyal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/koyal
Kaigo Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kaigo-health
Norra,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/norra
Soren,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/soren
Lunavo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lunavo
dari.dev,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/daridev
The Context Company,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/the-context-company
Sorce,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sorce
Caddy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/caddy
Alt-X,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/alt-x
Locus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/locus
Deeptrace,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/deeptrace
Aspect,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aspect-inc
Scoop,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/scoop
Hyperspell,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hyperspell
Bolna AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/bolna-ai
Nexus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/gpt
Sylvian,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/sylvian
Zavo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zavo
MOVEdot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/movedot
Parrot,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/parrot
Brickwise,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/brickwise
Parse,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/parse-bot
Structured AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/structured-ai
Uplane,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/uplane
AirCaps,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aircaps
Brickanta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/brickanta
F2,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/f2
Remedy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/remedy
Semiotic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/semiotic
Lapis,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lapis
Efference,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/efference
Nox Metals,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/nox-metals
Digipals,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/digipals
Blue,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/blue
Mixy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mixy
Paloma,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/paloma
Uplift AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/uplift-ai
RealRoots,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/realroots
Luminal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/luminal
Freya,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/freya
burnt,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/burnt
Avent,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/avent
Ruvo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ruvo
Veritus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/veritus
Sapien,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/outrove
NOSO LABS,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/noso-labs
Vulcan Technologies,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/vulcan-technologies
Bizzy AI,Stability AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/geo-ai
Spotlight Realty,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/spotlight-realty
Interfere,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/interfere
Munify,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/munify
RowFlow,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rowflow
TectoAI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tectoai
Duranium,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/duranium
Smartbase,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/smartbase
Perspectives Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/perspectives-health
Modelence,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/modelence
Magnetic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/magnetic
Fleetline,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fleetline
CLODO,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/clodo
stagewise,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/stagewise
Flywheel AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/flywheel-ai
Button Computer,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/button-computer
Juxta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/juxta
Okibi,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/okibi
Forward,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/useforward
Qokedas,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/qokedas
herdr,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/herdr
Lambda Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lambda-robotics
Conifer,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/conifer
Simantic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/simantic
Experiential Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/experiential-labs
Edviro,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/edviro
Coasty,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/coasty
Caution,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/caution
Atomarine,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/atomarine
Billow AI Labs,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/billow-ai-labs
hardware intelligence,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hardware-intelligence
Osseus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/osseus
Salem Robotics Inc,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/salem-robotics-inc
Robocurve,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/robocurve
hiloop,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hiloop
Dawn Industries,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/dawn-industries
Nex,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/nex
OneCLI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/onecli
Wondering,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/wondering
Tracer,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tracer
Amulet,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/amulet
Avoca Systems,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/avoca-systems
SubVysion,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/subvysion
"SpaceFlow Technologies, Inc.",,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/spaceflow-technologies-inc
Petrarch,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/petrarch
Locke,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/locke
Florin,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/florin
Earendil Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/earendil-robotics
Hebbian Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hebbian-robotics
Hop Aero,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hop-aero
Agent FM,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/agent-fm
OpenRelay,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/openrelay
Dock,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/dock
HyperProbe,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hyperprobe
Grip,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/grip
Skymerse,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/skymerse
Hubble,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hubble-ai
Palisade,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/palisade-2
83 Sciences,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/83-sciences
Chromie,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/chromie
Lamb Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lamb-labs
Mireye,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mireye
Derya,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/derya
Decawork,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/decawork
CarSignal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/carsignal
Axelrod,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/axelrod
Levocred AI,Meta AI,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/levocred-ai
Praxis AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/praxis-ai-2
Care GP,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/care-gp
Radley,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/radley
Agnost AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/agnost-ai
Agentcard,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/agentcard
ProvenMetal,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/provenmetal
Gamgee,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/gamgee
Inkbox,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/inkbox
Operon,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/operon
Cosmic Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cosmic-robotics
Markov,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/markov
Lumeria,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lumeria
Marengo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/marengo
RonanRx Inc.,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ronanrx-inc
Executor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/executor
Last Accounting Company,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/last-accounting-company
Pacific,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pacific
Luca IQ,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/luca-iq
Computable,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/computable
Denta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/denta
Isengard Industries Inc,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/isengard-industries-inc
Ekho Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ekho-labs
Vestris,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/vestris
Ultrasonium,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ultrasonium
Arbital,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/arbital
PokerClubHub,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pokerclubhub
Neuron Industries,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/neuron-industries
Neuromorphic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/neuromorphic
LATO,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lato
Risklytics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/risklytics
Daqstra,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/daqstra
Qlo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/qlo
Fabraix,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/fabraix
Omanta,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/omanta
Rational,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rational
Aktoria Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/aktoria-robotics
Vendo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/vendo
Click,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/click
Whitespace,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/whitespace
Orvixo,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/orvixo
Almanac,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/almanac
TareBio,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tarebio
Greypoint Industries,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/greypoint-industries
Graphify Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/graphify-labs
Ooak Data,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ooak-data
Nori,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/noril1
6thSense,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/6thsense
Bloomy,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/bloomy
machine0,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/machine0
Pluto,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/talentpluto
FlowManual,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/flowmanual
Stratum Industries,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/stratum-industries
Peer,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/peer
Molagri,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/molagri
Cerenovus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cerenovus
Agency Tool Company,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/agency-tool-company
Standard Machines,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/standard-machines
Traceforce,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/traceforce
Definite,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/definite
Alkera AI,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/alkera-ai
Rasyn,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rasyn
Manifold,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/manifold-2
screenpipe,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/screenpipe
Zaplar,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zaplar
Prodigy Research,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/prodigy-research
Touchmark,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/touchmark
Exosat,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/exosat
Codag,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/codag
Context.dev,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/contextdev
Glen,Glean,STARTUP,fuzzy,88.88888888888889,RESOLVED,https://www.ycombinator.com/companies/glen
Stoa,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/stoa
Marble,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/joinmarble
Audun,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/audun
COACH,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/ai-coach
Alloovium,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/alloovium
Dialogus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/dialogus
Mosaic,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/mosaic-inc
Bizmark,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/bizmark
Riften,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/riften
Buildbox,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/buildbox
RealPact,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/realpact
GUILD,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/guild
Floracene,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/floracene
Rise Reforming,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rise-reforming
Instaplay,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/instaplay
Verdant,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/verdant
IMPACT Drones,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/impact-drones
Insurf,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/insurf
Jcode,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/jcode
LemonLime,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/lemonlime
Gutgutgoose,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/gutgutgoose
Speko,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/speko
Synapse Semiconductor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/synapse-semiconductor
Understudy Labs,AI21 Labs,STARTUP,fuzzy,85.5,RESOLVED,https://www.ycombinator.com/companies/understudy-labs
Rote,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rote
Prized,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/prized
Maingen,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/maingen
Enact,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/enact
Rex,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rex-inc
Zomma,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/zomma
Nebula Security,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/nebula-security
Kara,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kara
Trope,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/trope
Parasma,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/parasma
Belvedir,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/belvedir
Shielded,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/shielded
Olam Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/olam-labs
Egoist Machines,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/egoist-machines
Perceptron ML,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/perceptron-ml
Erinys,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/erinys
HERA,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/manufacturingintelligence
Donkey,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/donkey
OpenTrade,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/opentrade
Hoplite,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hoplite
Pango,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/pango
tash,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/tash
Torus,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/torus
Kebra,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/kebra
GitCafe,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/gitcafe
RightNow,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rightnow
Akkari,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/akkari
HeyClicky,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/heyclicky
Rindler,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rindler
Proprio Robotics,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/proprio-robotics
Huscarl,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/huscarl
Thomas,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/thomas
Cohesion,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/cohesion
Maquoketa Research,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/maquoketa-research
Intelligence Factory,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/intelligence-factory
Amorphic Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/amorphic-labs
rekursiv.ai,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/rekursivai
Clawvisor,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/clawvisor
Framewise Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/framewise-health
Arctic Health,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/arctic-health
Playabl.ai,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/playablai
Enjamb Labs,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/enjamb-labs
Hyper,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/hyper-4
InsForge,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/insforge
ReasonBlocks,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/reasonblocks
Modern,,STARTUP,,,UNRESOLVED,https://www.ycombinator.com/companies/modern
